ORIGIN,FUNCTION_IN_ORIGIN,FUNCTION_AT_DESTINATION_1,FUNCTION_AT_DESTINATION_2,FUNCTION_AT_DESTINATION_3,Family,Subfamily,Activity description,Glycan_annotation,Substrate annotation taken from characterized enzyme description CAZy.org,dbCAN3_Substrate_curated,dbCAN3_Substrate_high_level,Agreement,Comments,,,,,,,,,,,,
"Plant,Algae,Bacteria",Structural,DF,"NSP,Resistant_oligosaccharides","Pectin,Gum",GH43,GH43_37,"b-D-galactofuranosidase (EC 3.2.1.146);[inverting] endo-a-1,5-L-arabinanase (EC 3.2.1.99)","galactan,arabinan",yes,,,,,,,,,,,,,,,,
"Plant,Bacteria,Fungi","Structural,Structural_or_Storage",DF,NSP,"Hemicellulose,Mannans_and_Heteromannans",GH44,GH44,endoglucanase (EC 3.2.1.4); xyloglucanase (EC 3.2.1.151),"beta-glucan,xyloglucan,glucomannan",yes,"cellulose, lichenin and cereal beta-glucan,xyloglucan","beta-glucan,xyloglucan","Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
"Plant,Bacteria,Fungi","Structural,Structural_or_Storage",DF,NSP,"Hemicellulose,Mannans_and_Heteromannans",GH45,GH45,"endoglucanase (EC 3.2.1.4); xyloglucan-specific endo-β-1,4-glucanase / endo-xyloglucanase (EC 3.2.1.151); endo-β-1,4-mannanase (EC 3.2.1.78)","beta-glucan,xyloglucan,glucomannan,galactomannan,beta-mannan",yes,"cellulose, lichenin and cereal beta-glucan,mannans, galactomannans and glucomannan,xyloglucan","beta-glucan,beta-mannan,xyloglucan","Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
"Animal,Fungi",Structural,DF,NSP,Chitin,GH46,GH46,chitosanase (EC 3.2.1.132),chitosan,yes,chitosan,chitosan,Largely agree,,,,,,,,,,,,,
Fungi,Structural,DF,NSP,Mannans_and_Heteromannans,GH47,GH47,α-mannosidase (EC 3.2.1.113),alpha-mannan,yes,protein-linked N-glycan (host glycan),host glycan,"Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
"Plant,Bacteria,Fungi,Animal",Structural,DF,NSP,"Hemicellulose,Cellulose,Chitin",GH48,GH48,"reducing end-acting cellobiohydrolase (EC 3.2.1.176); endo-β-1,4-glucanase (EC 3.2.1.4); chitinase (EC 3.2.1.14)","beta-glucan,chitin,cellulose",yes,"cellulose,chitin and chitodextrin","cellulose,chitin","Agree, in favor of our annotation with minor edit (see comments)","based on reported function, addition of cellulose",,,,,,,,,,,,
"Plant,Bacteria",Structural,DF,NSP,"Pectin,Dextran",GH49,GH49,"dextranase (EC 3.2.1.11); isopullulanase (EC 3.2.1.57); dextran 1,6-α-isomaltotriosidase (EC 3.2.1.95); sulfated arabinan endo-1,4-β-L-arabinanase (EC 3.2.1.-)","dextran,pullulan,arabinan",yes,"dextran (branched alpha-glucan),pullulan (starch degradation by fungi),sulfated arabinan","alpha-glucan,arabinan",Largely agree,,,,,,,,,,,,,
Algae,Structural,DF,NSP,Unknown,GH50,GH50,β-agarase (EC 3.2.1.81),agar,yes,"porphyran, agarose",agarose,Largely agree,,,,,,,,,,,,,
"Plant,Bacteria,Fungi,Algae","Structural,Structural_or_Storage",DF,NSP,"Gum,Pectin,Glycoprotein,Hemicellulose,Cellulose,Mannans_and_Heteromannans",GH51,GH51,"endoglucanase (EC 3.2.1.4); endo-β-1,4-xylanase (EC 3.2.1.8); β-xylosidase (EC 3.2.1.37); α-L-arabinofuranosidase (EC 3.2.1.55); cellobiohydrolase (EC 3.2.1.91)","beta-glucan,xyloglucan,glucomannan,arabinan,arabinogalactan,xylan,arabinoxylan,cellulose",yes,"arabinan,arabinan, arabinoxylan,cellulose, beta-glucan,xylan","arabinan,beta-glucan,xylan","Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
Plant,Structural,DF,"NSP,Resistant_oligosaccharides",Hemicellulose,GH52,GH52,β-xylosidase (EC 3.2.1.37),"xylan,arabinoxylan",yes,xylan,xylan,Largely agree,,,,,,,,,,,,,
"Algae,Plant,Bacteria",Structural,DF,NSP,"Pectin,Gum",GH53,GH53,"endo-β-1,4-galactanase (EC 3.2.1.89)","galactan,arabinogalactan",yes,arabinogalactan,arabinogalactan protein,"Disagree, in favor of our annotation",based on reported function,,,,,,,,,,,,
"Plant,Bacteria,Algae",Structural,DF,NSP,"Gum,Pectin,Glycoprotein,Hemicellulose",GH54,GH54,α-L-arabinofuranosidase (EC 3.2.1.55); β-xylosidase (EC 3.2.1.37),"arabinan,arabinogalactan,xylan,arabinoxylan",yes,"arabinan, arabinoxylan","arabinan,xylan","Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
"Plant,Bacteria,Fungi,Algae","Structural,Structural_or_Storage,Storage",DF,NSP,"Hemicellulose,Pectin",GH55,GH55,"exo-β-1,3-glucanase (EC 3.2.1.58); endo-β-1,3-glucanase (EC 3.2.1.39); laminarin-degrading enzyme (EC 3.2.1.-); hesperidin 6-O-α-L-rhamnosyl-β-glucosidase (EC 3.2.1.168)","beta-glucan,rhamnogalacturonan,laminarin",yes,"laminarin (algae),laminarin (algae), pustulan (fungi)",beta-glucan,"Agree, in favor of our annotation with minor edit (see comments)","based on reported function, removal of xyloglucan",,,,,,,,,,,,
"Animal,Bacteria",Structural,GAG,Unknown,Unknown,GH56,GH56,hyaluronidase (EC 3.2.1.35); chondroitin hydrolase (EC 3.2.1.-),"chondroitin,hyaluronan",yes,"glycosaminoglycan, hyaluronan, chondroitin sulfate, host glycan",host glycan,Largely agree,,,,,,,,,,,,,
"Fungi,Plant,Algae,Bacteria","Structural,Storage",DF,"Resistant_starch,NSP,Resistant_oligosaccharides","Amylose_and_Amylopectin,Alpha-Galactooligosacharides",GH57,GH57,α-amylase (EC 3.2.1.1); α-galactosidase (EC 3.2.1.22); amylopullulanase (EC 3.2.1.41); cyclomaltodextrinase (EC 3.2.1.54); branching enzyme (EC 2.4.1.18); 4-α-glucanotransferase (EC 2.4.1.25),"starch,dextrin,galactan,pullulan,melibiose,raffinose",yes,"alpha-galactoside, melibiose and raffinose,pullulan, maltodextrins and cyclodextrin,beta-1,4-glucan, glycogen,starch, glycogen, and malto-oligosaccharides,starch, glycogen and related polysaccharides and oligosaccharides(containing three or more (1->4)-alpha-linked D-glucose units)","alpha-galactan,alpha-glucan,beta-glucan,starch","Agree, in favor of our annotation with minor edit (see comments)","based on reported function, addition of dextrin",,,,,,,,,,,,
Animal,Structural,Mucin,Unknown,Glycoprotein,GH58,GH58,endo-N-acetylneuraminidase or endo-sialidase (EC 3.2.1.129),"mucin_glycan,sialic_acid",yes,sialic acid,sialic acid,Largely agree,,,,,,,,,,,,,
Animal,Structural,Mucin,Unknown,Glycoprotein,GH59,GH59,β-galactosidase (EC 3.2.1.23); galactocerebrosidase (EC 3.2.1.46),mucin_glycan,yes,"beta-galactoside,galactosylceramide, sphingolipids, galactolipids","beta-galactan,glycolipid",Largely agree,,,,,,,,,,,,,
"Plant,Bacteria,Algae",Structural,DF,NSP,"Gum,Pectin,Glycoprotein,Hemicellulose",GH62,GH62,α-L-arabinofuranosidase (EC 3.2.1.55),"arabinan,arabinogalactan,arabinoxylan",yes,"arabinoxylans, arabinogalactans, arabinan",arabinan,Largely agree,,,,,,,,,,,,,
"Fungi,Plant,Algae","Storage,Structural",DF,"Resistant_starch,Resistant_oligosaccharides,NSP","Amylose_and_Amylopectin,Mannans_and_Heteromannans",GH63,GH63,"processing α-glucosidase (EC 3.2.1.106); α-1,3-glucosidase (EC 3.2.1.84); α-glucosidase (EC 3.2.1.20); mannosylglycerate α-mannosidase / mannosylglycerate hydrolase (EC 3.2.1.170); glucosylglycerate hydrolase (EC 3.2.1.208)","starch,dextrin,alpha-mannan",yes,"mannosylglycerate,nigerose, trehalose, kojibiose, and maltooligosaccharide,glucosylglycerate,N-glycan","alpha-glucan,host glycan",Largely agree,,,,,,,,,,,,,
"Plant,Bacteria,Fungi","Structural,Structural_or_Storage",DF,NSP,Hemicellulose,GH64,GH64,"β-1,3-glucanase (EC 3.2.1.39)",beta-glucan,yes,"beta-1,3-glucan (fungal cell walls)",beta-glucan,"Agree, in favor of our annotation with minor edit (see comments)","based on reported function, removal of xyloglucan",,,,,,,,,,,,
"Plant,Algae",Storage,DF,Resistant_starch,Amylose_and_Amylopectin,GH65,GH65,"α,α-trehalase (EC 3.2.1.28); maltose phosphorylase (EC 2.4.1.8); trehalose phosphorylase (EC 2.4.1.64); kojibiose phosphorylase (EC 2.4.1.230); trehalose-6-phosphate phosphorylase (EC 2.4.1.216); nigerose phosphorylase (EC 2.4.1.279); 3-O-α-glucopyranosyl-L-rhamnose phosphorylase (EC 2.4.1.282); 1,2-α-glucosylglycerol phosphorylase (EC 2.4.1.332); α-glucosyl-1,2-β-galactosyl-L-hydroxylysine α-glucosidase (EC 3.2.1.107); 1,3-α-oligoglucan phosphorylase (EC 2.4.1.334); α-1,2-glucosidase (EC 3.2.1.-); α-glucan phosphorylase (EC 2.4.1.-)",starch,yes,"kojibiose and alpha-1,2-oligoglucan,kojibiose,trehalose, kojibiose,nigerose,1,3-alpha-oligoglucan,trehalose,maltose (alpha-1,4),Glc-alpha-1,2-Gal of collagen (animal),glucopyranosyl-alpha-1,3-rhamnose (bacteria lipopolysaccharides or capsule polysaccharides)","alpha-glucan,exo-polysaccharide",Largely agree,,,,,,,,,,,,,
Bacteria,Structural,DF,NSP,Dextran,GH66,GH66,cycloisomaltooligosaccharide glucanotransferase (EC 2.4.1.248); dextranase (EC 3.2.1.11).,dextran,yes,"dextran (alpha-1,6),dextran",alpha-glucan,Largely agree,,,,,,,,,,,,,
Plant,Structural,DF,NSP,Hemicellulose,GH67,GH67,"α-glucuronidase (EC 3.2.1.139); xylan α-1,2-glucuronidase (EC 3.2.1.131)","arabinoxylan,alpha-glucuronan",yes,xylan side chain,xylan,Largely agree,,,,,,,,,,,,,
Plant,Storage,DF,NSP,Fructan,GH68,GH68,levansucrase (EC 2.4.1.10); β-fructofuranosidase (EC 3.2.1.26); inulosucrase (EC 2.4.1.9).,fructan,yes,"synthesize beta-(2-6)-linked fructan levan with sucrose as substrate,synthesize beta-(2-1)-linked fructan",fructan,Largely agree,,,,,,,,,,,,,
Bacteria,Structural,DF,NSP,Dextran,GH70,GH70,"dextransucrase (EC 2.4.1.5); alternansucrase (EC 2.4.1.140); reuteransucrase (EC 2.4.1.-); α-4,6-glucanotransferase (EC 2.4.1.-); α-1,2-branched dextransucrase (EC 2.4.1.-); α-4,3-glucanotransferase (EC 2.4.1.-)",dextran,yes,"reuteran,starch,maltose, beta-glucan ,lichenan,laminarin, xylan,dextran,glucan,sucrose",alpha-glucan,"Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
Bacteria,Structural,DF,NSP,Mutan,GH71,GH71,"α-1,3-glucanase (EC 3.2.1.59).",mutan,yes,"alpha-1,3-glucan",alpha-glucan,Largely agree,,,,,,,,,,,,,
"Plant,Bacteria,Fungi",Structural,DF,NSP,Hemicellulose,GH72,GH72,"β-1,3-glucanosyltransglycosylase (EC 2.4.1.-)",beta-glucan,yes,"beta-1,3-glucan",beta-glucan,Largely agree,,,,,,,,,,,,,
Bacteria,Structural,PG,PG,PG,GH73,GH73,lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-β-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-β-N-acetylglucosaminidase specificity (EC 3.2.1.-),"peptidoglycan,GlcNAc",yes,peptidoglycan,peptidoglycan,"Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
"Plant,Bacteria,Fungi","Structural,Structural_or_Storage",DF,NSP,Hemicellulose,GH74,GH74,endoglucanase (EC 3.2.1.4); oligoxyloglucan reducing end-specific cellobiohydrolase (EC 3.2.1.150); xyloglucanase (EC 3.2.1.151),"beta-glucan,xyloglucan",yes,"carboxymethyl cellulose,oligoxyloglucan,xyloglucan","cellulose,xyloglucan","Agree, in favor of our annotation with minor edit (see comments)","based on reported function, removal of glucomannan",,,,,,,,,,,,
"Animal,Fungi",Structural,DF,NSP,Chitin,GH75,GH75,chitosanase (EC 3.2.1.132),chitosan,yes,chitosan,chitosan,Largely agree,,,,,,,,,,,,,
"Fungi,Plant,Algae","Storage,Structural",DF,"Resistant_starch,Resistant_oligosaccharides,NSP","Amylose_and_Amylopectin,Mannans_and_Heteromannans",GH76,GH76,"α-1,6-mannanase (EC 3.2.1.101); α-glucosidase (EC 3.2.1.20)","starch,dextrin,alpha-mannan",yes,"alpha-glucose,yeast alpha-mannan (yeast cell wall)","alpha-glucan,alpha-mannan",Largely agree,,,,,,,,,,,,,
"Plant,Algae",Storage,DF,Resistant_starch,Amylose_and_Amylopectin,GH77,GH77,amylomaltase or 4-α-glucanotransferase (EC 2.4.1.25),starch,yes,amylomaltase,starch,Largely agree,,,,,,,,,,,,,
Plant,Structural,DF,NSP,Pectin,GH78,GH78,"α-L-rhamnosidase (EC 3.2.1.40); rhamnogalacturonan α-L-rhamnohydrolase (EC 3.2.1.174); L-Rhap-α-1,3-D-Apif -specific α-1,3-L-rhamnosidase (EC 3.2.1.-)",rhamnogalacturonan,yes,"alpha-L-rhamnosidase in polyphenol (naringin, rutin, hesperidin), ulvan, pectin, arabinogalactan-protein,rhamnogalacturonan","alpha-rhamnoside,pectin",Largely agree,,,,,,,,,,,,,
"Plant,Animal,Algae,Bacteria",Structural,"DF,GAG",NSP,"Gum,Pectin,Glycoprotein",GH79,GH79,β-glucuronidase (EC 3.2.1.31); hyaluronoglucuronidase (EC 3.2.1.36); heparanase (EC 3.2.1.166); baicalin β-glucuronidase (EC 3.2.1.167); β-4-O-methyl-glucuronidase (EC 3.2.1.-).,"arabinogalactan,beta-glucuronan,hyaluronan,heparin_and_heparan_sulfate",yes,"arabinogalactan protein,heparan sulfate proteoglycans,hyaluronan","arabinogalactan protein,host glycan","Agree, in favor of our annotation with minor edit (see comments)","based on reported function, removal of glucomannan",,,,,,,,,,,,
"Animal,Fungi",Structural,DF,NSP,Chitin,GH80,GH80,chitosanase (EC 3.2.1.132),chitosan,yes,chitosan,chitosan,Largely agree,,,,,,,,,,,,,
"Plant,Bacteria,Fungi","Structural,Structural_or_Storage",DF,NSP,Hemicellulose,GH81,GH81,"endo-β-1,3-glucanase (EC 3.2.1.39)",beta-glucan,yes,"beta--1,3-glucan",beta-glucan,"Agree, in favor of our annotation with minor edit (see comments)","based on reported function, removal of xyloglucan",,,,,,,,,,,,
Algae,Structural,DF,NSP,Unknown,GH82,GH82,Ι-carrageenase (EC 3.2.1.157),carragenan,yes,iota-carrageenans,carrageenan,Largely agree,,,,,,,,,,,,,
Animal,Unknown,Mucin,Unknown,Glycoprotein,GH83,GH83,neuraminidase (EC 3.2.1.18),"mucin_glycan,sialic_acid",yes,paramyxovirus cleaves sialic acid of host glycans,host glycan,Largely agree,,,,,,,,,,,,,
"Animal,Bacteria",Structural,"GAG,Mucin",Unknown,Glycoprotein,GH84,GH84,N-acetyl β-glucosaminidase (EC 3.2.1.52); hyaluronidase (EC 3.2.1.35); [protein]-3-O-(GlcNAc)-L-Ser/Thr β-N-acetylglucosaminidase (EC 3.2.1.169),"GlcNAc,mucin_glycan,hyaluronan",yes,"cleave beta-O-linked GlcNAc of host glycan,hyaluronan,mucin",host glycan,Largely agree,,,,,,,,,,,,,
Animal,Structural,Mucin,Unknown,Glycoprotein,GH85,GH85,endo-β-N-acetylglucosaminidase (EC 3.2.1.96),"GlcNAc,mucin_glycan",yes,N-linked glycans,host glycan,Largely agree,,,,,,,,,,,,,
Algae,Structural,DF,NSP,Unknown,GH86,GH86,β-agarase (EC 3.2.1.81); β-porphyranase (EC 3.2.1.178),"agar,porphyran",yes,"porphyran,porphyran, agarose",agarose,Largely agree,,,,,,,,,,,,,
Bacteria,Structural,DF,NSP,Dextran,GH87,GH87,"mycodextranase (EC 3.2.1.61); α-1,3-glucanase (EC 3.2.1.59)",dextran,yes,"alpha-1,3-glucan,nigeran (alpha-glucan  in fungi)",alpha-glucan,Largely agree,,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,GH88,GH88,"d-4,5-unsaturated β-glucuronyl hydrolase (EC 3.2.1.-); unsaturated chondroitin disaccharide hydrolase (EC 3.2.1.180)","chondroitin,heparin_and_heparan_sulfate",yes,sulfated glycosaminoglycans,host glycan,"Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
Animal,Structural,Mucin,Unknown,Glycoprotein,GH89,GH89,α-N-acetylglucosaminidase (EC 3.2.1.50),"GlcNAc,mucin_glycan",yes,alpha-Linked N-acetylglucosamine mucin,host glycan,Largely agree,,,,,,,,,,,,,
Bacteria,Structural,PG,PG,PG,GH90,GH90,endorhamnosidase (EC 3.2.1.-),peptidoglycan,yes,lipo- or capsular polysaccharides,exo-polysaccharide,"Disagree, in favor of dbCAN with minor edit (see comments)",Not a mucin degrading enzyme,,,,,,,,,,,,
Plant,Storage,DF,NSP,Fructan,GH91,GH91,"inulin lyase [DFA-I-forming] (EC 4.2.2.17); inulin lyase [DFA-III-forming] (EC 4.2.2.18); difructofuranose 1,2':2,3' dianhydride hydrolase [DFA-IIIase] (EC 3.2.1.-)",fructan,yes,inulin,fructan,Largely agree,,,,,,,,,,,,,
"Fungi,Animal",Structural,"DF,Mucin",NSP,"Mannans_and_Heteromannans,Glycoprotein",GH92,GH92,"mannosyl-oligosaccharide α-1,2-mannosidase (EC 3.2.1.113); mannosyl-oligosaccharide α-1,3-mannosidase (EC 3.2.1.-); mannosyl-oligosaccharide α-1,6-mannosidase (EC 3.2.1.-); α-mannosidase (EC 3.2.1.24); α-1,2-mannosidase (EC 3.2.1.-); α-1,3-mannosidase (EC 3.2.1.-); α-1,4-mannosidase (EC 3.2.1.-); mannosyl-1-phosphodiester α-1,P-mannosidase (EC 3.2.1.-)","mucin_glycan,alpha-mannan",yes,"host N-glycan Man9(GlcNac)2,host N-glycan",host glycan,Largely agree,,,,,,,,,,,,,
Plant,Structural,DF,NSP,Pectin,GH93,GH93,"exo-α-L-1,5-arabinanase (EC 3.2.1.-)",arabinan,yes,arabinan (pectin),arabinan,Largely agree,,,,,,,,,,,,,
"Plant,Algae,Bacteria,Animal,Fungi",Structural,DF,NSP,Cellulose,GH94,GH94,"cellobiose phosphorylase (EC 2.4.1.20); laminaribiose phosphorylase (EC 2.4.1.31); cellodextrin phosphorylase (EC 2.4.1.49); chitobiose phosphorylase (EC 2.4.1.280); cellobionic acid phosphorylase (EC 2.4.1.321); β-1,2-oligoglucan phosphorylase (EC 2.4.1.333); 4-O-β-D-glucosyl-D-galactose phosphorylase (EC 2.4.1.-)","chitin,cellulose,laminarin",yes,"1,2-beta--oligoglucan,laminarin,cellobiose,cellobionic acid,cellodextrin,chitin,4-O-beta--glucosyl-galactose","beta-glucan,cellulose,chitin","Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
Animal,"Structural,Other","Mucin,Other",Resistant_oligosaccharides,Glycoprotein,GH95,GH95,"α-L-fucosidase (EC 3.2.1.51); α-1,2-L-fucosidase (EC 3.2.1.63); α-L-galactosidase (EC 3.2.1.-)","mucin_glycan,human_milk_glycan",yes,"alpha-L-fucoside,plant pectic polysaccharide, xylan,alpha1,2-L-fucosidase sugar","host glycan,pectin, xylan,xyloglucan, host glycan","Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
Algae,Structural,DF,NSP,Unknown,GH96,GH96,α-agarase (EC 3.2.1.158),agar,yes,agarose,agarose,Largely agree,,,,,,,,,,,,,
"Plant,Algae,Bacteria,Animal","Storage,Structural","DF,Mucin","Resistant_starch,NSP,Resistant_oligosaccharides","Amylose_and_Amylopectin,Alpha-Galactooligosacharides,Mannans_and_Heteromannans,Glycoprotein",GH97,GH97,glucoamylase (EC 3.2.1.3); α-glucosidase (EC 3.2.1.20); α-galactosidase (EC 3.2.1.22),"starch,dextrin,galactan,galactomannan,melibiose,raffinose,mucin_glycan",yes,"alpha-glucose residue,alpha-galactoside, alpha-fucoside,starch",alpha-glucan,"Agree, in favor of our annotation","based on reported function, addition of galactomannan",,,,,,,,,,,,
"Plant,Algae,Bacteria,Animal",Structural,"DF,Mucin",NSP,"Hemicellulose,Pectin",GH98,GH98,"blood-group endo-β-1,4-galactosidase (EC 3.2.1.102); endo-β-1,4-xylanase (EC 3.2.1.8)","galactan,xylan,mucin_glycan",yes,"blood group A and B substances, host glycans,xylan","host glycan,xylan","Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
Fungi,Structural,DF,NSP,"Mannans_and_Heteromannans,Glycoprotein",GH99,GH99,"glycoprotein endo-α-1,2-mannosidase (EC 3.2.1.130); mannan endo-1,2-α-mannanase (3.2.1.198)",alpha-mannan,yes,"alpha-mannans (fungi),host N-glycan","alpha-mannan,host glycan",Largely agree,,,,,,,,,,,,,
"Plant,Algae",Storage,Other,Unknown,Sucrose,GH100,GH100,alkaline and neutral invertase (EC 3.2.1.26),sucrose,yes,sucrose,sucrose,Largely agree,,,,,,,,,,,,,
Animal,Structural,Mucin,Unknown,Glycoprotein,GH101,GH101,endo-α-N-acetylgalactosaminidase (EC 3.2.1.97),"GalNAc,mucin_glycan",yes,mucin,host glycan,Largely agree,,,,,,,,,,,,,
Bacteria,Structural,PG,PG,PG,GH102,GH102,peptidoglycan lytic transglycosylase (EC 3.2.1.-),peptidoglycan,yes,peptidoglycan,peptidoglycan,Largely agree,,,,,,,,,,,,,
Bacteria,Structural,PG,PG,PG,GH103,GH103,peptidoglycan lytic transglycosylase (EC 3.2.1.-),peptidoglycan,yes,peptidoglycan,peptidoglycan,Largely agree,,,,,,,,,,,,,
Bacteria,Structural,PG,PG,PG,GH104,GH104,peptidoglycan lytic transglycosylase (EC 3.2.1.-),peptidoglycan,yes,peptidoglycan,peptidoglycan,Largely agree,,,,,,,,,,,,,
Plant,Structural,DF,NSP,Pectin,GH105,GH105,"unsaturated rhamnogalacturonyl hydrolase (EC 3.2.1.172); d-4,5-unsaturated β-glucuronyl hydrolase (EC 3.2.1.-); d-4,5-unsaturated α-galacturonidase (EC 3.2.1.-)","homogalacturonan,rhamnogalacturonan",yes,"pectin,pectin (rhamnogalacturonan I),ulvan","pectin,ulvan","Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
Plant,Structural,DF,NSP,Pectin,GH106,GH106,α-L-rhamnosidase (EC 3.2.1.40); rhamnogalacturonan α-L-rhamnohydrolase (EC 3.2.1.174),rhamnogalacturonan,yes,"pectin (rhamnogalacturonan I),pectin (rhamnogalacturonan II)",pectin,Largely agree,,,,,,,,,,,,,
Algae,Structural,DF,NSP,Unknown,GH107,GH107,"endo-α-1,4-L-fucanase (EC 3.2.1.212)",fucoidan,yes,fucoidan (brown algae),fucoidan,Largely agree,,,,,,,,,,,,,
Bacteria,Structural,PG,PG,PG,GH108,GH108,N-acetylmuramidase (EC 3.2.1.17),peptidoglycan,yes,peptidoglycan,peptidoglycan,"Disagree, in favor of dbCAN with major edit (see comments)",Peptidoglycan is correct. I confused it with N-acetylneuraminidase. See GH170 and GH171 which are correctly labeled with peptidoglycan and have N-acetylmuramidase activity,,,,,,,,,,,,
Animal,Structural,Mucin,Unknown,Glycoprotein,GH109,GH109,α-N-acetylgalactosaminidase (EC 3.2.1.49); β-N-acetylhexosaminidase (EC 3.2.1.52),"GalNAc,mucin_glycan",yes,mucin-type O-glycans,host glycan,Largely agree,,,,,,,,,,,,,
"Plant,Fungi,Algae,Bacteria,Animal",Structural,"DF,Mucin","NSP,Resistant_oligosaccharides","Mannans_and_Heteromannans,Alpha-Galactooligosacharides,Glycoprotein",GH110,GH110,"α-galactosidase (EC 3.2.1.22); α-1,3-galactosidase (EC 3.2.1.-)","galactomannan,galactan,raffinose,melibiose,mucin_glycan",yes,"blood group B substances, host glycans",host glycan,"Disagree, in favor of our annotation",based on reported function,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,GH111,GH111,keratan sulfate hydrolase (endo-β-N-acetylglucosaminidase) (EC 3.2.1.-),keratan,yes,"keratan, host glycans",host glycan,Largely agree,,,,,,,,,,,,,
Animal,"Structural,Other","Mucin,Other",Resistant_oligosaccharides,Glycoprotein,GH112,GH112,"lacto-N-biose phosphorylase or galacto-N-biose phosphorylase (EC 2.4.1.211); D-galactosyl-β-1,4-L-rhamnose phosphorylase (EC 2.4.1.247)","mucin_glycan,human_milk_glycan",yes,"human milk oligosaccharides, host glycans",human milk polysaccharide,Largely agree,,,,,,,,,,,,,
"Plant,Fungi,Bacteria","Structural,Structural_or_Storage",DF,NSP,Mannans_and_Heteromannans,GH113,GH113,β-mannanase (EC 3.2.1.78),"beta-mannan,glucomannan,galactomannan",yes,beta-mannan,beta-mannan,Largely agree,,,,,,,,,,,,,
"Animal,Bacteria",Structural,Unknown,Unknown,Unknown,GH114,GH114,"endo-α-1,4-polygalactosaminidase (EC 3.2.1.109)",GalNAc,yes,galactosaminogalactan (fungal exopolysaccharide),alpha-mannan,Largely agree,,,,,,,,,,,,,
Plant,Structural,DF,NSP,Hemicellulose,GH115,GH115,"xylan α-1,2-glucuronidase (3.2.1.131); α-(4-O-methyl)-glucuronidase (3.2.1.-)","arabinoxylan,alpha-glucuronan",yes,"arabinogalactan,glucuronoxylan","arabinogalactan protein,xylan","Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
"Plant,Bacteria,Fungi","Structural,Structural_or_Storage",DF,NSP,"Hemicellulose,Mannans_and_Heteromannans",GH116,GH116,β-glucosidase (EC 3.2.1.21); β-xylosidase (EC 3.2.1.37); acid β-glucosidase/β-glucosylceramidase (EC 3.2.1.45); β-N acetylglucosaminidase (EC 3.2.1.52),"beta-glucan,xyloglucan,glucomannan,xylan",yes,"human bile acid, archaea exo-polysaccharide (EPS),archaea exo-polysaccharide (EPS),lipid glucosylceramide (host cell surface)","exo-polysaccharide,host glycan","Disagree, in favor of our annotation",based on reported function,,,,,,,,,,,,
"Algae,Plant,Bacteria",Structural,DF,"NSP,Resistant_oligosaccharides",Gum,GH117,GH117,β-D-galactofuranosidase (EC 3.2.1.146); α-neoagaro-oligosaccharide hydrolase (EC 3.2.1.159),"galactan,agar",yes,neoagarose (marine algae),agarose,"Agree, in favor of our annotation with minor edit (see comments)","based on reported function, addition of agar",,,,,,,,,,,,
